shap,b,h,t,l,fy,fc,et,eb,n,A
1.00,350.00,350.00,3.20,1468.00,265.00,25.40,0.00,0.00,3000.00,122500
1.00,127.00,127.00,4.20,480.00,349.00,84.20,0.00,0.00,2205.00,16129
1.00,127.00,127.00,4.20,480.00,349.00,84.20,0.00,0.00,2245.00,16129
1.00,127.00,127.00,4.20,480.00,349.00,84.20,0.00,0.00,2254.00,16129
1.00,129.00,129.00,3.00,387.00,306.00,53.70,0.00,0.00,1068.00,16641
1.00,129.00,129.00,3.00,387.00,306.00,55.30,0.00,0.00,1093.00,16641
1.00,129.00,129.00,3.00,387.00,306.00,56.30,0.00,0.00,1118.00,16641
1.00,129.00,129.00,3.00,387.00,306.00,58.80,0.00,0.00,1162.00,16641
1.00,131.00,131.00,4.00,393.00,306.00,53.70,0.00,0.00,1280.00,17161
1.00,131.00,131.00,4.00,393.00,306.00,55.30,0.00,0.00,1360.00,17161
1.00,131.00,131.00,4.00,393.00,306.00,56.30,0.00,0.00,1403.00,17161
1.00,131.00,131.00,4.00,393.00,306.00,58.80,0.00,0.00,1459.00,17161
1.00,133.00,133.00,5.00,399.00,306.00,53.70,0.00,0.00,1454.00,17689
1.00,133.00,133.00,5.00,399.00,306.00,55.30,0.00,0.00,1470.00,17689
1.00,133.00,133.00,5.00,399.00,306.00,56.30,0.00,0.00,1518.00,17689
1.00,133.00,133.00,5.00,399.00,306.00,58.80,0.00,0.00,1569.00,17689
1.00,129.00,129.00,3.00,387.00,306.00,60.90,0.00,0.00,1095.00,16641
1.00,129.00,129.00,3.00,387.00,306.00,62.40,0.00,0.00,1128.00,16641
1.00,129.00,129.00,3.00,387.00,306.00,64.00,0.00,0.00,1147.00,16641
1.00,129.00,129.00,3.00,387.00,306.00,66.20,0.00,0.00,1192.00,16641
1.00,131.00,131.00,4.00,393.00,306.00,60.90,0.00,0.00,1320.00,17161
1.00,131.00,131.00,4.00,393.00,306.00,62.40,0.00,0.00,1389.00,17161
1.00,131.00,131.00,4.00,393.00,306.00,64.00,0.00,0.00,1430.00,17161
1.00,131.00,131.00,4.00,393.00,306.00,66.20,0.00,0.00,1452.00,17161
1.00,133.00,133.00,5.00,399.00,306.00,60.90,0.00,0.00,1548.00,17689
1.00,133.00,133.00,5.00,399.00,306.00,62.40,0.00,0.00,1581.00,17689
1.00,133.00,133.00,5.00,399.00,306.00,64.00,0.00,0.00,1609.00,17689
1.00,133.00,133.00,5.00,399.00,306.00,66.20,0.00,0.00,1661.00,17689
1.00,129.00,129.00,3.00,387.00,306.00,69.70,0.00,0.00,1266.00,16641
1.00,129.00,129.00,3.00,387.00,306.00,71.60,0.00,0.00,1287.00,16641
1.00,129.00,129.00,3.00,387.00,306.00,74.60,0.00,0.00,1301.00,16641
1.00,129.00,129.00,3.00,387.00,306.00,76.40,0.00,0.00,1356.00,16641
1.00,131.00,131.00,4.00,393.00,306.00,69.70,0.00,0.00,1469.00,17161
1.00,131.00,131.00,4.00,393.00,306.00,71.60,0.00,0.00,1482.00,17161
1.00,131.00,131.00,4.00,393.00,306.00,74.60,0.00,0.00,1496.00,17161
1.00,131.00,131.00,4.00,393.00,306.00,76.40,0.00,0.00,1542.00,17161
1.00,133.00,133.00,5.00,399.00,306.00,69.70,0.00,0.00,1659.00,17689
1.00,133.00,133.00,5.00,399.00,306.00,71.60,0.00,0.00,1673.00,17689
1.00,133.00,133.00,5.00,399.00,306.00,74.60,0.00,0.00,1712.00,17689
1.00,133.00,133.00,5.00,399.00,306.00,76.40,0.00,0.00,1774.00,17689
1.00,108.00,108.00,3.50,324.00,420.50,98.50,0.00,0.00,1640.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,98.50,0.00,0.00,1809.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,98.50,0.00,0.00,1902.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,98.50,0.00,0.00,2185.00,11664
1.00,108.00,108.00,12.00,324.00,430.00,98.50,0.00,0.00,2751.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,97.30,0.00,0.00,1906.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,117.00,0.00,0.00,1967.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,97.40,0.00,0.00,1893.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,97.20,0.00,0.00,1896.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,91.90,0.00,0.00,1885.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,92.60,0.00,0.00,1835.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,91.60,0.00,0.00,1889.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,90.00,0.00,0.00,1813.00,11664
1.00,108.00,108.00,3.50,324.00,420.50,108.80,0.00,0.00,1720.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,108.80,0.00,0.00,1907.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,108.80,0.00,0.00,2037.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,108.80,0.00,0.00,2266.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,101.30,0.00,0.00,1849.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,105.00,0.00,0.00,1906.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,114.40,0.00,0.00,1908.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,108.00,0.00,0.00,1905.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,127.90,0.00,0.00,2021.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,111.80,0.00,0.00,1951.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,108.70,0.00,0.00,1925.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,116.80,0.00,0.00,1944.00,11664
1.00,108.00,108.00,3.50,324.00,420.50,90.30,0.00,0.00,1633.00,11664
1.00,108.00,108.00,5.50,324.00,383.10,90.30,0.00,0.00,1752.00,11664
1.00,108.00,108.00,8.00,324.00,351.00,90.30,0.00,0.00,1883.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,90.30,0.00,0.00,2175.00,11664
1.00,108.00,108.00,12.00,324.00,430.00,90.30,0.00,0.00,2713.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,103.10,0.00,0.00,2208.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,113.10,0.00,0.00,2331.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,89.70,0.00,0.00,2182.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,95.90,0.00,0.00,2273.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,80.00,0.00,0.00,2086.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,93.70,0.00,0.00,2177.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,97.30,0.00,0.00,2186.00,11664
1.00,108.00,108.00,10.00,324.00,366.20,79.80,0.00,0.00,2097.00,11664
1.00,156.00,156.00,4.00,996.00,295.00,47.50,0.00,0.00,1450.00,24336
1.00,156.00,156.00,4.00,1950.00,295.00,47.50,0.00,0.00,1305.00,24336
1.00,156.00,156.00,4.00,2904.00,295.00,47.50,0.00,0.00,1198.00,24336
